case,event,startTime,completeTime
262,B,2019/01/14 02:48:08.825,2019/01/14 02:48:08.825
271,D,2019/01/14 02:49:04.255,2019/01/14 02:49:04.255
246,H,2019/01/14 02:51:30.168,2019/01/14 02:51:30.168
265,F,2019/01/14 02:52:46.831,2019/01/14 02:52:46.831
270,F,2019/01/14 02:58:48.305,2019/01/14 02:58:48.305
253,K,2019/01/14 02:58:54.451,2019/01/14 02:58:54.451
273,A,2019/01/14 03:00:00.000,2019/01/14 03:00:00.000
266,C,2019/01/14 03:01:16.460,2019/01/14 03:01:16.460
263,K,2019/01/14 03:05:40.163,2019/01/14 03:05:40.163
269,E,2019/01/14 03:05:49.976,2019/01/14 03:05:49.976
261,I,2019/01/14 03:06:23.314,2019/01/14 03:06:23.314
264,A,2019/01/14 03:06:45.776,2019/01/14 03:06:45.776
267,D,2019/01/14 03:07:15.343,2019/01/14 03:07:15.343
260,E,2019/01/14 03:07:41.084,2019/01/14 03:07:41.084
272,B,2019/01/14 03:10:35.070,2019/01/14 03:10:35.070
268,G,2019/01/14 03:11:18.403,2019/01/14 03:11:18.403
259,G,2019/01/14 03:12:29.623,2019/01/14 03:12:29.623
265,E,2019/01/14 03:15:06.351,2019/01/14 03:15:06.351
255,O,2019/01/14 03:16:12.327,2019/01/14 03:16:12.327
257,I,2019/01/14 03:16:56.120,2019/01/14 03:16:56.120
262,C,2019/01/14 03:18:46.556,2019/01/14 03:18:46.556
274,A,2019/01/14 03:20:00.000,2019/01/14 03:20:00.000
271,F,2019/01/14 03:20:59.888,2019/01/14 03:20:59.888
253,M,2019/01/14 03:25:21.670,2019/01/14 03:25:21.670
273,D,2019/01/14 03:30:43.824,2019/01/14 03:30:43.824
270,E,2019/01/14 03:31:32.040,2019/01/14 03:31:32.040
266,A,2019/01/14 03:33:29.547,2019/01/14 03:33:29.547
269,G,2019/01/14 03:34:12.356,2019/01/14 03:34:12.356
260,G,2019/01/14 03:36:48.087,2019/01/14 03:36:48.087
267,F,2019/01/14 03:37:27.282,2019/01/14 03:37:27.282
261,J,2019/01/14 03:37:53.259,2019/01/14 03:37:53.259
263,M,2019/01/14 03:39:56.705,2019/01/14 03:39:56.705
275,A,2019/01/14 03:40:00.000,2019/01/14 03:40:00.000
264,B,2019/01/14 03:42:10.111,2019/01/14 03:42:10.111
272,C,2019/01/14 03:42:30.756,2019/01/14 03:42:30.756
268,H,2019/01/14 03:43:13.427,2019/01/14 03:43:13.427
265,G,2019/01/14 03:43:45.068,2019/01/14 03:43:45.068
259,H,2019/01/14 03:44:07.623,2019/01/14 03:44:07.623
262,A,2019/01/14 03:44:39.908,2019/01/14 03:44:39.908
257,J,2019/01/14 03:46:29.710,2019/01/14 03:46:29.710
271,E,2019/01/14 03:48:51.449,2019/01/14 03:48:51.449
274,B,2019/01/14 03:51:45.381,2019/01/14 03:51:45.381
253,O,2019/01/14 03:53:12.461,2019/01/14 03:53:12.461
266,D,2019/01/14 03:56:23.936,2019/01/14 03:56:23.936
270,G,2019/01/14 03:56:52.753,2019/01/14 03:56:52.753
273,F,2019/01/14 03:58:02.487,2019/01/14 03:58:02.487
276,A,2019/01/14 04:00:00.000,2019/01/14 04:00:00.000
269,H,2019/01/14 04:00:47.891,2019/01/14 04:00:47.891
267,E,2019/01/14 04:05:23.116,2019/01/14 04:05:23.116
261,K,2019/01/14 04:07:38.848,2019/01/14 04:07:38.848
272,A,2019/01/14 04:07:51.359,2019/01/14 04:07:51.359
260,H,2019/01/14 04:10:01.756,2019/01/14 04:10:01.756
265,I,2019/01/14 04:11:53.619,2019/01/14 04:11:53.619
275,D,2019/01/14 04:12:34.179,2019/01/14 04:12:34.179
257,K,2019/01/14 04:14:16.517,2019/01/14 04:14:16.517
262,D,2019/01/14 04:14:26.671,2019/01/14 04:14:26.671
263,O,2019/01/14 04:14:36.982,2019/01/14 04:14:36.982
271,G,2019/01/14 04:15:04.757,2019/01/14 04:15:04.757
264,C,2019/01/14 04:15:16.006,2019/01/14 04:15:16.006
274,C,2019/01/14 04:19:36.142,2019/01/14 04:19:36.142
277,A,2019/01/14 04:20:00.000,2019/01/14 04:20:00.000
270,I,2019/01/14 04:21:00.853,2019/01/14 04:21:00.853
273,E,2019/01/14 04:30:11.552,2019/01/14 04:30:11.552
276,B,2019/01/14 04:30:34.933,2019/01/14 04:30:34.933
266,F,2019/01/14 04:31:34.754,2019/01/14 04:31:34.754
272,B,2019/01/14 04:35:39.515,2019/01/14 04:35:39.515
261,M,2019/01/14 04:37:06.945,2019/01/14 04:37:06.945
264,A,2019/01/14 04:39:09.882,2019/01/14 04:39:09.882
267,G,2019/01/14 04:39:25.781,2019/01/14 04:39:25.781
278,A,2019/01/14 04:40:00.000,2019/01/14 04:40:00.000
265,J,2019/01/14 04:42:00.087,2019/01/14 04:42:00.087
274,A,2019/01/14 04:42:15.951,2019/01/14 04:42:15.951
257,M,2019/01/14 04:43:27.827,2019/01/14 04:43:27.827
262,F,2019/01/14 04:44:13.409,2019/01/14 04:44:13.409
275,F,2019/01/14 04:44:45.656,2019/01/14 04:44:45.656
271,H,2019/01/14 04:45:06.073,2019/01/14 04:45:06.073
277,B,2019/01/14 04:49:13.514,2019/01/14 04:49:13.514
270,J,2019/01/14 04:50:21.872,2019/01/14 04:50:21.872
273,G,2019/01/14 04:58:54.217,2019/01/14 04:58:54.217
279,A,2019/01/14 05:00:00.000,2019/01/14 05:00:00.000
276,C,2019/01/14 05:02:49.222,2019/01/14 05:02:49.222
267,H,2019/01/14 05:06:08.204,2019/01/14 05:06:08.204
266,E,2019/01/14 05:06:54.486,2019/01/14 05:06:54.486
261,O,2019/01/14 05:07:41.721,2019/01/14 05:07:41.721
272,C,2019/01/14 05:08:22.421,2019/01/14 05:08:22.421
264,B,2019/01/14 05:09:16.783,2019/01/14 05:09:16.783
262,E,2019/01/14 05:10:32.866,2019/01/14 05:10:32.866
265,K,2019/01/14 05:10:46.393,2019/01/14 05:10:46.393
278,D,2019/01/14 05:11:52.406,2019/01/14 05:11:52.406
274,D,2019/01/14 05:12:11.246,2019/01/14 05:12:11.246
257,O,2019/01/14 05:15:10.652,2019/01/14 05:15:10.652
275,E,2019/01/14 05:15:52.857,2019/01/14 05:15:52.857
270,K,2019/01/14 05:19:31.405,2019/01/14 05:19:31.405
280,A,2019/01/14 05:20:00.000,2019/01/14 05:20:00.000
277,C,2019/01/14 05:20:20.384,2019/01/14 05:20:20.384
279,D,2019/01/14 05:25:55.731,2019/01/14 05:25:55.731
266,G,2019/01/14 05:31:33.148,2019/01/14 05:31:33.148
272,A,2019/01/14 05:32:39.041,2019/01/14 05:32:39.041
276,A,2019/01/14 05:34:42.961,2019/01/14 05:34:42.961
273,H,2019/01/14 05:35:03.955,2019/01/14 05:35:03.955
278,F,2019/01/14 05:39:39.569,2019/01/14 05:39:39.569
281,A,2019/01/14 05:40:00.000,2019/01/14 05:40:00.000
265,M,2019/01/14 05:41:22.831,2019/01/14 05:41:22.831
262,G,2019/01/14 05:41:46.188,2019/01/14 05:41:46.188
274,F,2019/01/14 05:43:06.867,2019/01/14 05:43:06.867
264,C,2019/01/14 05:43:09.266,2019/01/14 05:43:09.266
275,G,2019/01/14 05:48:16.998,2019/01/14 05:48:16.998
277,A,2019/01/14 05:49:44.182,2019/01/14 05:49:44.182
280,D,2019/01/14 05:50:40.209,2019/01/14 05:50:40.209
270,M,2019/01/14 05:52:12.943,2019/01/14 05:52:12.943
279,F,2019/01/14 05:58:32.206,2019/01/14 05:58:32.206
282,A,2019/01/14 06:00:00.000,2019/01/14 06:00:00.000
266,H,2019/01/14 06:03:28.507,2019/01/14 06:03:28.507
272,B,2019/01/14 06:03:50.838,2019/01/14 06:03:50.838
281,B,2019/01/14 06:06:24.064,2019/01/14 06:06:24.064
265,N,2019/01/14 06:07:22.643,2019/01/14 06:07:22.643
278,E,2019/01/14 06:08:20.940,2019/01/14 06:08:20.940
264,A,2019/01/14 06:09:28.784,2019/01/14 06:09:28.784
262,H,2019/01/14 06:10:42.713,2019/01/14 06:10:42.713
274,E,2019/01/14 06:11:14.239,2019/01/14 06:11:14.239
276,B,2019/01/14 06:11:53.614,2019/01/14 06:11:53.614
280,F,2019/01/14 06:19:20.489,2019/01/14 06:19:20.489
283,A,2019/01/14 06:20:00.000,2019/01/14 06:20:00.000
275,I,2019/01/14 06:20:54.664,2019/01/14 06:20:54.664
277,D,2019/01/14 06:23:11.865,2019/01/14 06:23:11.865
270,O,2019/01/14 06:24:16.952,2019/01/14 06:24:16.952
282,B,2019/01/14 06:29:00.289,2019/01/14 06:29:00.289
279,E,2019/01/14 06:29:34.946,2019/01/14 06:29:34.946
264,B,2019/01/14 06:32:18.196,2019/01/14 06:32:18.196
272,C,2019/01/14 06:34:28.794,2019/01/14 06:34:28.794
281,C,2019/01/14 06:35:16.433,2019/01/14 06:35:16.433
278,G,2019/01/14 06:38:58.453,2019/01/14 06:38:58.453
284,A,2019/01/14 06:40:00.000,2019/01/14 06:40:00.000
274,G,2019/01/14 06:41:19.615,2019/01/14 06:41:19.615
283,D,2019/01/14 06:44:34.560,2019/01/14 06:44:34.560
276,C,2019/01/14 06:45:56.225,2019/01/14 06:45:56.225
280,E,2019/01/14 06:48:53.663,2019/01/14 06:48:53.663
275,J,2019/01/14 06:55:16.640,2019/01/14 06:55:16.640
277,F,2019/01/14 06:56:35.423,2019/01/14 06:56:35.423
282,C,2019/01/14 06:56:46.647,2019/01/14 06:56:46.647
285,A,2019/01/14 07:00:00.000,2019/01/14 07:00:00.000
279,G,2019/01/14 07:00:09.145,2019/01/14 07:00:09.145
264,C,2019/01/14 07:02:11.932,2019/01/14 07:02:11.932
272,A,2019/01/14 07:05:39.277,2019/01/14 07:05:39.277
281,A,2019/01/14 07:08:35.930,2019/01/14 07:08:35.930
274,I,2019/01/14 07:08:40.465,2019/01/14 07:08:40.465
284,B,2019/01/14 07:09:54.947,2019/01/14 07:09:54.947
278,I,2019/01/14 07:11:37.163,2019/01/14 07:11:37.163
276,A,2019/01/14 07:14:39.489,2019/01/14 07:14:39.489
283,F,2019/01/14 07:16:29.544,2019/01/14 07:16:29.544
275,K,2019/01/14 07:19:54.243,2019/01/14 07:19:54.243
286,A,2019/01/14 07:20:00.000,2019/01/14 07:20:00.000
280,G,2019/01/14 07:23:54.026,2019/01/14 07:23:54.026
282,A,2019/01/14 07:26:08.115,2019/01/14 07:26:08.115
277,E,2019/01/14 07:27:33.944,2019/01/14 07:27:33.944
279,I,2019/01/14 07:28:50.671,2019/01/14 07:28:50.671
274,J,2019/01/14 07:30:48.271,2019/01/14 07:30:48.271
285,D,2019/01/14 07:31:26.069,2019/01/14 07:31:26.069
264,A,2019/01/14 07:33:25.484,2019/01/14 07:33:25.484
272,B,2019/01/14 07:37:31.189,2019/01/14 07:37:31.189
284,C,2019/01/14 07:37:50.119,2019/01/14 07:37:50.119
281,B,2019/01/14 07:38:47.332,2019/01/14 07:38:47.332
287,A,2019/01/14 07:40:00.000,2019/01/14 07:40:00.000
278,J,2019/01/14 07:44:56.518,2019/01/14 07:44:56.518
276,B,2019/01/14 07:46:32.700,2019/01/14 07:46:32.700
275,M,2019/01/14 07:46:51.365,2019/01/14 07:46:51.365
283,E,2019/01/14 07:51:18.074,2019/01/14 07:51:18.074
286,B,2019/01/14 07:51:40.427,2019/01/14 07:51:40.427
279,J,2019/01/14 07:53:31.087,2019/01/14 07:53:31.087
280,I,2019/01/14 07:54:25.232,2019/01/14 07:54:25.232
282,D,2019/01/14 07:57:00.475,2019/01/14 07:57:00.475
288,A,2019/01/14 08:00:00.000,2019/01/14 08:00:00.000
274,K,2019/01/14 08:00:53.281,2019/01/14 08:00:53.281
285,F,2019/01/14 08:02:22.511,2019/01/14 08:02:22.511
277,G,2019/01/14 08:03:20.040,2019/01/14 08:03:20.040
287,B,2019/01/14 08:06:26.320,2019/01/14 08:06:26.320
284,A,2019/01/14 08:07:00.970,2019/01/14 08:07:00.970
272,C,2019/01/14 08:09:19.952,2019/01/14 08:09:19.952
264,B,2019/01/14 08:11:27.681,2019/01/14 08:11:27.681
281,C,2019/01/14 08:14:38.144,2019/01/14 08:14:38.144
276,C,2019/01/14 08:16:30.812,2019/01/14 08:16:30.812
283,G,2019/01/14 08:17:45.844,2019/01/14 08:17:45.844
275,O,2019/01/14 08:19:17.749,2019/01/14 08:19:17.749
289,A,2019/01/14 08:20:00.000,2019/01/14 08:20:00.000
278,K,2019/01/14 08:20:29.886,2019/01/14 08:20:29.886
286,C,2019/01/14 08:21:40.770,2019/01/14 08:21:40.770
279,K,2019/01/14 08:21:53.572,2019/01/14 08:21:53.572
280,J,2019/01/14 08:22:26.923,2019/01/14 08:22:26.923
288,D,2019/01/14 08:25:02.044,2019/01/14 08:25:02.044
282,F,2019/01/14 08:27:13.913,2019/01/14 08:27:13.913
274,M,2019/01/14 08:30:09.817,2019/01/14 08:30:09.817
287,C,2019/01/14 08:32:09.594,2019/01/14 08:32:09.594
284,D,2019/01/14 08:32:17.291,2019/01/14 08:32:17.291
277,H,2019/01/14 08:35:06.011,2019/01/14 08:35:06.011
285,E,2019/01/14 08:35:10.800,2019/01/14 08:35:10.800
264,C,2019/01/14 08:37:01.662,2019/01/14 08:37:01.662
281,A,2019/01/14 08:37:23.643,2019/01/14 08:37:23.643
290,A,2019/01/14 08:40:00.000,2019/01/14 08:40:00.000
272,A,2019/01/14 08:41:05.909,2019/01/14 08:41:05.909
276,A,2019/01/14 08:43:37.641,2019/01/14 08:43:37.641
283,I,2019/01/14 08:47:10.756,2019/01/14 08:47:10.756
278,M,2019/01/14 08:50:54.412,2019/01/14 08:50:54.412
289,B,2019/01/14 08:51:16.211,2019/01/14 08:51:16.211
279,M,2019/01/14 08:52:37.598,2019/01/14 08:52:37.598
286,A,2019/01/14 08:53:31.223,2019/01/14 08:53:31.223
282,E,2019/01/14 08:55:01.295,2019/01/14 08:55:01.295
288,F,2019/01/14 08:56:40.000,2019/01/14 08:56:40.000
280,K,2019/01/14 08:56:53.232,2019/01/14 08:56:53.232
274,O,2019/01/14 08:59:13.621,2019/01/14 08:59:13.621
287,A,2019/01/14 08:59:16.784,2019/01/14 08:59:16.784
291,A,2019/01/14 09:00:00.000,2019/01/14 09:00:00.000
285,G,2019/01/14 09:00:46.135,2019/01/14 09:00:46.135
281,D,2019/01/14 09:03:33.480,2019/01/14 09:03:33.480
284,F,2019/01/14 09:03:49.621,2019/01/14 09:03:49.621
272,D,2019/01/14 09:08:50.795,2019/01/14 09:08:50.795
264,A,2019/01/14 09:09:06.474,2019/01/14 09:09:06.474
290,D,2019/01/14 09:13:14.748,2019/01/14 09:13:14.748
289,C,2019/01/14 09:14:20.547,2019/01/14 09:14:20.547
283,J,2019/01/14 09:17:30.884,2019/01/14 09:17:30.884
276,D,2019/01/14 09:18:37.205,2019/01/14 09:18:37.205
292,A,2019/01/14 09:20:00.000,2019/01/14 09:20:00.000
278,N,2019/01/14 09:21:05.896,2019/01/14 09:21:05.896
282,G,2019/01/14 09:23:43.562,2019/01/14 09:23:43.562
288,E,2019/01/14 09:24:32.259,2019/01/14 09:24:32.259
286,B,2019/01/14 09:26:19.990,2019/01/14 09:26:19.990
279,O,2019/01/14 09:27:21.074,2019/01/14 09:27:21.074
287,D,2019/01/14 09:29:38.905,2019/01/14 09:29:38.905
280,M,2019/01/14 09:31:13.927,2019/01/14 09:31:13.927
285,I,2019/01/14 09:31:16.018,2019/01/14 09:31:16.018
291,D,2019/01/14 09:32:18.867,2019/01/14 09:32:18.867
281,F,2019/01/14 09:35:42.692,2019/01/14 09:35:42.692
272,F,2019/01/14 09:37:01.798,2019/01/14 09:37:01.798
284,E,2019/01/14 09:38:18.995,2019/01/14 09:38:18.995
293,A,2019/01/14 09:40:00.000,2019/01/14 09:40:00.000
264,B,2019/01/14 09:40:02.447,2019/01/14 09:40:02.447
283,K,2019/01/14 09:42:22.147,2019/01/14 09:42:22.147
276,F,2019/01/14 09:44:03.822,2019/01/14 09:44:03.822
290,F,2019/01/14 09:44:54.923,2019/01/14 09:44:54.923
289,A,2019/01/14 09:46:56.171,2019/01/14 09:46:56.171
292,B,2019/01/14 09:47:04.724,2019/01/14 09:47:04.724
288,G,2019/01/14 09:47:10.253,2019/01/14 09:47:10.253
286,C,2019/01/14 09:53:25.424,2019/01/14 09:53:25.424
282,I,2019/01/14 09:54:46.389,2019/01/14 09:54:46.389
294,A,2019/01/14 10:00:00.000,2019/01/14 10:00:00.000
280,O,2019/01/14 10:01:22.681,2019/01/14 10:01:22.681
287,F,2019/01/14 10:02:14.665,2019/01/14 10:02:14.665
285,J,2019/01/14 10:03:48.675,2019/01/14 10:03:48.675
291,F,2019/01/14 10:04:46.326,2019/01/14 10:04:46.326
281,E,2019/01/14 10:05:00.906,2019/01/14 10:05:00.906
284,G,2019/01/14 10:09:28.190,2019/01/14 10:09:28.190
264,C,2019/01/14 10:09:47.207,2019/01/14 10:09:47.207
272,E,2019/01/14 10:09:59.159,2019/01/14 10:09:59.159
293,D,2019/01/14 10:11:08.370,2019/01/14 10:11:08.370
283,M,2019/01/14 10:11:52.323,2019/01/14 10:11:52.323
290,E,2019/01/14 10:12:03.389,2019/01/14 10:12:03.389
276,E,2019/01/14 10:12:03.477,2019/01/14 10:12:03.477
289,B,2019/01/14 10:14:22.902,2019/01/14 10:14:22.902
288,I,2019/01/14 10:16:31.638,2019/01/14 10:16:31.638
292,C,2019/01/14 10:17:21.020,2019/01/14 10:17:21.020
295,A,2019/01/14 10:20:00.000,2019/01/14 10:20:00.000
286,A,2019/01/14 10:21:41.590,2019/01/14 10:21:41.590
282,J,2019/01/14 10:28:58.633,2019/01/14 10:28:58.633
287,E,2019/01/14 10:29:26.469,2019/01/14 10:29:26.469
285,K,2019/01/14 10:34:40.013,2019/01/14 10:34:40.013
294,B,2019/01/14 10:34:49.331,2019/01/14 10:34:49.331
284,H,2019/01/14 10:34:51.497,2019/01/14 10:34:51.497
293,F,2019/01/14 10:36:59.485,2019/01/14 10:36:59.485
281,G,2019/01/14 10:37:13.029,2019/01/14 10:37:13.029
291,E,2019/01/14 10:37:21.303,2019/01/14 10:37:21.303
264,A,2019/01/14 10:38:48.275,2019/01/14 10:38:48.275
272,G,2019/01/14 10:38:58.948,2019/01/14 10:38:58.948
290,G,2019/01/14 10:39:08.633,2019/01/14 10:39:08.633
296,A,2019/01/14 10:40:00.000,2019/01/14 10:40:00.000
276,G,2019/01/14 10:40:18.978,2019/01/14 10:40:18.978
283,N,2019/01/14 10:41:01.842,2019/01/14 10:41:01.842
288,J,2019/01/14 10:46:09.526,2019/01/14 10:46:09.526
289,C,2019/01/14 10:48:26.461,2019/01/14 10:48:26.461
292,A,2019/01/14 10:49:55.014,2019/01/14 10:49:55.014
295,B,2019/01/14 10:53:50.466,2019/01/14 10:53:50.466
286,D,2019/01/14 10:55:36.991,2019/01/14 10:55:36.991
287,G,2019/01/14 10:56:12.989,2019/01/14 10:56:12.989
282,L,2019/01/14 10:58:24.816,2019/01/14 10:58:24.816
297,A,2019/01/14 11:00:00.000,2019/01/14 11:00:00.000
294,C,2019/01/14 11:03:48.271,2019/01/14 11:03:48.271
264,B,2019/01/14 11:04:58.182,2019/01/14 11:04:58.182
291,G,2019/01/14 11:05:18.984,2019/01/14 11:05:18.984
296,D,2019/01/14 11:05:23.127,2019/01/14 11:05:23.127
276,I,2019/01/14 11:05:42.456,2019/01/14 11:05:42.456
293,E,2019/01/14 11:07:30.078,2019/01/14 11:07:30.078
290,I,2019/01/14 11:07:40.642,2019/01/14 11:07:40.642
281,H,2019/01/14 11:09:00.230,2019/01/14 11:09:00.230
285,M,2019/01/14 11:09:23.198,2019/01/14 11:09:23.198
272,H,2019/01/14 11:09:52.591,2019/01/14 11:09:52.591
289,A,2019/01/14 11:16:10.467,2019/01/14 11:16:10.467
288,L,2019/01/14 11:19:00.214,2019/01/14 11:19:00.214
298,A,2019/01/14 11:20:00.000,2019/01/14 11:20:00.000
292,B,2019/01/14 11:20:53.366,2019/01/14 11:20:53.366
295,C,2019/01/14 11:21:58.662,2019/01/14 11:21:58.662
297,B,2019/01/14 11:26:18.366,2019/01/14 11:26:18.366
282,M,2019/01/14 11:26:20.253,2019/01/14 11:26:20.253
287,I,2019/01/14 11:27:59.337,2019/01/14 11:27:59.337
276,J,2019/01/14 11:32:35.874,2019/01/14 11:32:35.874
286,F,2019/01/14 11:33:21.342,2019/01/14 11:33:21.342
296,F,2019/01/14 11:35:27.007,2019/01/14 11:35:27.007
264,C,2019/01/14 11:35:39.932,2019/01/14 11:35:39.932
291,I,2019/01/14 11:36:13.980,2019/01/14 11:36:13.980
290,J,2019/01/14 11:36:56.192,2019/01/14 11:36:56.192
294,A,2019/01/14 11:38:23.924,2019/01/14 11:38:23.924
299,A,2019/01/14 11:40:00.000,2019/01/14 11:40:00.000
285,N,2019/01/14 11:40:34.166,2019/01/14 11:40:34.166
293,G,2019/01/14 11:44:45.584,2019/01/14 11:44:45.584
298,B,2019/01/14 11:48:29.167,2019/01/14 11:48:29.167
289,B,2019/01/14 11:48:29.356,2019/01/14 11:48:29.356
288,M,2019/01/14 11:51:18.662,2019/01/14 11:51:18.662
292,C,2019/01/14 11:51:48.872,2019/01/14 11:51:48.872
295,A,2019/01/14 11:52:46.810,2019/01/14 11:52:46.810
297,C,2019/01/14 11:54:30.340,2019/01/14 11:54:30.340
287,J,2019/01/14 11:55:51.539,2019/01/14 11:55:51.539
296,E,2019/01/14 11:59:40.291,2019/01/14 11:59:40.291
300,A,2019/01/14 12:00:00.000,2019/01/14 12:00:00.000
291,J,2019/01/14 12:00:56.796,2019/01/14 12:00:56.796
286,E,2019/01/14 12:01:09.642,2019/01/14 12:01:09.642
282,N,2019/01/14 12:01:16.777,2019/01/14 12:01:16.777
276,K,2019/01/14 12:01:57.873,2019/01/14 12:01:57.873
290,L,2019/01/14 12:02:12.538,2019/01/14 12:02:12.538
264,A,2019/01/14 12:02:34.331,2019/01/14 12:02:34.331
294,B,2019/01/14 12:07:46.509,2019/01/14 12:07:46.509
299,D,2019/01/14 12:14:07.185,2019/01/14 12:14:07.185
293,I,2019/01/14 12:14:32.921,2019/01/14 12:14:32.921
298,C,2019/01/14 12:16:29.306,2019/01/14 12:16:29.306
292,A,2019/01/14 12:18:07.630,2019/01/14 12:18:07.630
301,A,2019/01/14 12:20:00.000,2019/01/14 12:20:00.000
288,N,2019/01/14 12:21:12.654,2019/01/14 12:21:12.654
289,C,2019/01/14 12:23:47.362,2019/01/14 12:23:47.362
287,L,2019/01/14 12:23:53.191,2019/01/14 12:23:53.191
291,K,2019/01/14 12:24:16.206,2019/01/14 12:24:16.206
295,D,2019/01/14 12:26:36.051,2019/01/14 12:26:36.051
297,A,2019/01/14 12:28:03.503,2019/01/14 12:28:03.503
264,D,2019/01/14 12:28:54.278,2019/01/14 12:28:54.278
300,B,2019/01/14 12:31:06.618,2019/01/14 12:31:06.618
286,G,2019/01/14 12:32:41.805,2019/01/14 12:32:41.805
296,G,2019/01/14 12:33:16.190,2019/01/14 12:33:16.190
290,M,2019/01/14 12:33:59.932,2019/01/14 12:33:59.932
276,M,2019/01/14 12:35:17.107,2019/01/14 12:35:17.107
294,C,2019/01/14 12:39:51.206,2019/01/14 12:39:51.206
302,A,2019/01/14 12:40:00.000,2019/01/14 12:40:00.000
299,F,2019/01/14 12:42:32.860,2019/01/14 12:42:32.860
301,B,2019/01/14 12:47:12.686,2019/01/14 12:47:12.686
293,J,2019/01/14 12:47:15.282,2019/01/14 12:47:15.282
292,D,2019/01/14 12:49:31.244,2019/01/14 12:49:31.244
298,A,2019/01/14 12:51:39.643,2019/01/14 12:51:39.643
291,M,2019/01/14 12:51:46.617,2019/01/14 12:51:46.617
295,F,2019/01/14 12:54:24.978,2019/01/14 12:54:24.978
289,A,2019/01/14 12:54:54.757,2019/01/14 12:54:54.757
297,D,2019/01/14 12:57:06.605,2019/01/14 12:57:06.605
287,M,2019/01/14 12:57:34.500,2019/01/14 12:57:34.500
264,F,2019/01/14 12:58:33.501,2019/01/14 12:58:33.501
286,I,2019/01/14 12:59:25.028,2019/01/14 12:59:25.028
296,H,2019/01/14 12:59:47.637,2019/01/14 12:59:47.637
303,A,2019/01/14 13:00:00.000,2019/01/14 13:00:00.000
290,N,2019/01/14 13:03:09.901,2019/01/14 13:03:09.901
300,C,2019/01/14 13:03:26.708,2019/01/14 13:03:26.708
276,N,2019/01/14 13:09:18.861,2019/01/14 13:09:18.861
302,B,2019/01/14 13:10:09.453,2019/01/14 13:10:09.453
294,A,2019/01/14 13:12:55.919,2019/01/14 13:12:55.919
293,K,2019/01/14 13:15:21.772,2019/01/14 13:15:21.772
299,E,2019/01/14 13:16:03.313,2019/01/14 13:16:03.313
301,C,2019/01/14 13:17:41.183,2019/01/14 13:17:41.183
292,F,2019/01/14 13:19:23.151,2019/01/14 13:19:23.151
304,A,2019/01/14 13:20:00.000,2019/01/14 13:20:00.000
264,E,2019/01/14 13:20:31.137,2019/01/14 13:20:31.137
298,D,2019/01/14 13:22:57.441,2019/01/14 13:22:57.441
291,O,2019/01/14 13:23:00.945,2019/01/14 13:23:00.945
286,J,2019/01/14 13:26:36.021,2019/01/14 13:26:36.021
289,B,2019/01/14 13:27:20.494,2019/01/14 13:27:20.494
297,F,2019/01/14 13:28:28.065,2019/01/14 13:28:28.065
303,D,2019/01/14 13:30:19.450,2019/01/14 13:30:19.450
295,E,2019/01/14 13:31:15.024,2019/01/14 13:31:15.024
300,A,2019/01/14 13:31:52.521,2019/01/14 13:31:52.521
302,C,2019/01/14 13:33:20.518,2019/01/14 13:33:20.518
287,O,2019/01/14 13:36:08.788,2019/01/14 13:36:08.788
305,A,2019/01/14 13:40:00.000,2019/01/14 13:40:00.000
294,B,2019/01/14 13:43:21.452,2019/01/14 13:43:21.452
293,M,2019/01/14 13:44:25.652,2019/01/14 13:44:25.652
301,A,2019/01/14 13:45:43.411,2019/01/14 13:45:43.411
292,E,2019/01/14 13:46:01.014,2019/01/14 13:46:01.014
299,G,2019/01/14 13:47:24.745,2019/01/14 13:47:24.745
264,G,2019/01/14 13:53:41.026,2019/01/14 13:53:41.026
298,F,2019/01/14 13:53:43.522,2019/01/14 13:53:43.522
304,B,2019/01/14 13:53:53.714,2019/01/14 13:53:53.714
286,L,2019/01/14 13:55:20.024,2019/01/14 13:55:20.024
289,C,2019/01/14 13:55:39.862,2019/01/14 13:55:39.862
303,F,2019/01/14 13:58:22.325,2019/01/14 13:58:22.325
297,E,2019/01/14 13:58:40.521,2019/01/14 13:58:40.521
306,A,2019/01/14 14:00:00.000,2019/01/14 14:00:00.000
295,G,2019/01/14 14:01:31.316,2019/01/14 14:01:31.316
300,B,2019/01/14 14:02:42.311,2019/01/14 14:02:42.311
302,A,2019/01/14 14:04:41.909,2019/01/14 14:04:41.909
305,B,2019/01/14 14:06:47.844,2019/01/14 14:06:47.844
294,C,2019/01/14 14:10:05.867,2019/01/14 14:10:05.867
293,O,2019/01/14 14:13:13.140,2019/01/14 14:13:13.140
299,I,2019/01/14 14:15:12.960,2019/01/14 14:15:12.960
301,B,2019/01/14 14:15:34.059,2019/01/14 14:15:34.059
292,G,2019/01/14 14:17:18.802,2019/01/14 14:17:18.802
307,A,2019/01/14 14:20:00.000,2019/01/14 14:20:00.000
304,C,2019/01/14 14:22:14.233,2019/01/14 14:22:14.233
286,M,2019/01/14 14:24:19.882,2019/01/14 14:24:19.882
289,A,2019/01/14 14:24:28.102,2019/01/14 14:24:28.102
295,H,2019/01/14 14:25:26.156,2019/01/14 14:25:26.156
264,I,2019/01/14 14:25:37.328,2019/01/14 14:25:37.328
297,G,2019/01/14 14:27:05.420,2019/01/14 14:27:05.420
